47	3	geom-eun sajedeul	KR
48	3	geom-eun jib	KR
49	3	geim-ui beobchig	KR
50	3	gyeoul-yeoja	KR
51	3	gyeoljeongjeog hanbang	KR
52	3	"gyeolhon-eun, michin jis-ida"	KR
53	3	gyeolhonjeon-ya	KR
54	3	gyeong-gye	KR
55	3	gyeongseonghaggyo: salajin sonyeodeul	KR
56	3	gogo70	KR
57	3	golaesanyang	KR
58	3	nagdong-gang-eun heuleuneunga	KR
59	3	namgwa yeo	KR
60	3	namgeug-ilgi	KR
61	3	nambugun	KR
62	3	nam-yeongdong1985	KR
63	3	namjaga salanghal ttae	KR
64	3	namjasayongseolmyeongseo	KR
65	3	namjjog-eulo twieo	KR
66	3	namhansanseong	KR
67	3	neoneun nae unmyeong	KR
68	3	naega beolin yeoja	KR
69	3	naega sal-inbeom-ida	KR
70	3	nae kkangpae gat-eun aein	KR
71	3	nae ma-eum-ui pung-geum	KR
72	3	nae meolisog-ui jiugae	KR
73	3	naebujadeul	KR
74	3	naesalang naegyeot-e	KR
75	3	nae anaeui modeungeos	KR
76	3	nae yeojachinguleul sogaehabnida	KR
77	3	nae yeon-aeui gieog	KR
78	3	nae chingu jeong-il-u	KR
79	3	dalkomhan insaeng	KR
80	3	dangsin-ui butag	KR
81	3	daelibgun	KR
82	3	daebaeu	KR
83	3	doma anjung-geun	KR
84	3	dodugdeul	KR
85	3	dolemipasollasido	KR
86	3	domabaem	KR
87	3	dohuiya	KR
88	3	dogjeon	KR
89	3	don-eul gajgo twieola	KR
90	3	don keulai mami	KR
91	3	don-eul gajgo twieola	KR
92	3	don-ui mas	KR
93	3	dol-awayo busanhang-ae	KR
94	3	dollyeochagi	KR
95	3	dolmeng-iui kkum	KR
96	3	dol-aoji anhneun haebyeong	KR
97	3	dol-yeonbyeon-i	KR
98	3	mang-wondong ingong-wiseong	KR
99	3	meosjin halu	KR
100	3	mogsum geon yeon-ae	KR
101	3	mogponeun hang-guda	KR
102	3	mubangbidosi	KR
103	3	balam	KR
104	3	balamgwa hamkke salajida	KR
105	3	balamnan gajog	KR
106	3	balam balam balam	KR
107	3	balam-ui paiteo	KR
108	3	balam pigi joh-eun nal	KR
109	3	baleuge salja	KR
110	3	babo	KR
111	1	The Handmaiden	GB
111	2	The Handmaiden	US
111	3	Agassi	KR
112	1	Baby Beside Me	GB
112	2	Baby Beside Me	US
112	3	Agiwa na	KR
113	1	My Wife Got Married	GB
113	2	My Wife Got Married	US
113	3	Anaega gyeolhonhaessda	KR
114	1	Someone Special	GB
114	2	Someone Special	US
114	3	Aneun yeoja	KR
115	1	The Son	GB
115	2	The Son	US
115	3	Adeul	KR
116	1	Arahan Jangpung Daejakjeon	GB
116	2	Arahan Jangpung Daejakjeon	US
116	3	Arahan Jangpung Daejakjeon	KR
117	1	"Man Upstairs, Woman Downstairs"	GB
117	2	"Man Upstairs, Woman Downstairs"	US
117	3	Alaecheung yeojawa wischeung namja	KR
118	1	Arirang	GB
118	2	Arirang	US
118	3	Arirang	KR
119	1	Abengo Airborne Corps	GB
119	2	Abengo Airborne Corps	US
119	3	Abengo gongsugundan	KR
120	1	Mr. Xxx-kisser	GB
120	2	Mr. Xxx-kisser	US
120	3	Abuui wang	KR
121	1	Asura : The City of Madness	GB
121	2	Asura : The City of Madness	US
121	3	Asura	KR
122	1	Children..	GB
122	2	Children..	US
122	3	Aideul..	KR
123	1	I can Speak	GB
123	2	I can Speak	US
123	3	I can Speak	KR
124	1	The Man From Nowhere	GB
124	2	The Man From Nowhere	US
124	3	Ajeossi	KR
125	1	My old sweetheart	GB
125	2	My old sweetheart	US
125	3	Ajji appa	KR
126	1	Africa	GB
126	2	Africa	US
126	3	Africa	KR
127	1	When I Turned Nine	GB
127	2	When I Turned Nine	US
127	3	Ahobsal insaeng	KR
128	1	The Villainess	GB
128	2	The Villainess	US
128	3	Agnyeo	KR
129	1	I Saw The Devil	GB
129	2	I Saw The Devil	US
129	3	Agmaleul boassda	KR
130	1	Crocodile	GB
130	2	Crocodile	US
130	3	Ag-eo	KR
131	1	The Chronicles of Evil	GB
131	2	The Chronicles of Evil	US
131	3	Ag-ui yeondaegi	KR
132	1	"Hello, Brother"	GB
132	2	"Hello, Brother"	US
132	3	annyeong hyeong-a	KR
133	1	The Great Battle	GB
133	2	The Great Battle	US
133	3	Ansiseong	KR
134	1	Albatross	GB
134	2	Albatross	US
134	3	Albatross	KR
135	1	R-Point	GB
135	2	R-Point	US
135	3	R Point	KR
136	1	Assassination	GB
136	2	Assassination	US
136	3	Amsal	KR
137	1	Madame Emma	GB
137	2	Madame Emma	US
137	3	Aemabu-in	KR
138	1	Lover	GB
138	2	Lover	US
138	3	Aein	KR
139	1	Goodbye Mom	GB
139	2	Goodbye Mom	US
139	3	Aeja	KR
140	1	Parrot Cries With Its body	GB
140	2	Parrot Cries With Its body	US
140	3	Aengmusae mom-eulo ul-eossda	KR
141	1	Who's Got The	GB
141	2	Who's Got The	US
141	3	Eokkaedongmu	KR
142	1	My Little Bride	GB
142	2	My Little Bride	US
142	3	Eolin sinbu	KR
143	1	The Face	GB
143	2	The Face	US
143	3	Eolgul	KR
144	1	The Bamboo House Of Dolls	GB
144	2	The Bamboo House Of Dolls	US
144	3	Yeogambang	KR
145	1	Whispering Corridors	GB
145	2	Whispering Corridors	US
145	3	Yeogogoedam	KR
146	1	The Wrath	GB
146	2	The Wrath	US
146	3	Yeogogseong	KR
147	1	A Journey	GB
147	2	A Journey	US
147	3	Yeolo	KR
148	1	Actresses	GB
148	2	Actresses	US
148	3	Yeobaeudeul	KR
149	1	Lovely Rivals	GB
149	2	Lovely Rivals	US
149	3	Yeoseonsaeng VS Yeojeja	KR
150	1	Queen Bee	GB
150	2	Queen Bee	US
150	3	Yeowangbeol	KR
151	1	Write or Dance	GB
151	2	Write or Dance	US
151	3	Yeojadeul	KR
152	1	Student A	GB
152	2	Student A	US
152	3	YeojungsaengA	KR
153	1	The Fatal Encounter	GB
153	2	The Fatal Encounter	US
153	3	Yeoglin	KR
154	1	Deranged	GB
154	2	Deranged	US
154	3	Yeongasi	KR
155	1	Purpose Of Love	GB
155	2	Purpose Of Love	US
155	3	Yeon-aeui Mogjeog	KR
156	1	Very Ordinary Couple	GB
156	2	Very Ordinary Couple	US
156	3	Yeon-aeui ondo	KR
157	1	Northern Limit Line	GB
157	2	Northern Limit Line	US
157	3	Yeonpyeonghaejeon	KR
158	1	Yeonpung Sonata	GB
158	2	Yeonpung Sonata	US
158	3	Yeonpung Yeonga	KR
159	1	You Call It Passion	GB
159	2	You Call It Passion	US
159	3	yeoljeong-gat-eunsolihagoissne	KR
160	1	11th Mother	GB
160	2	11th Mother	US
160	3	yeolhanbeonjjae eomma	KR
161	1	AM 11:00	GB
161	2	AM 11:00	US
161	3	Yeolhansi	KR
162	1	Psychokinesis	GB
162	2	Psychokinesis	US
162	3	Yeomlyeog	KR
163	1	My New Sassy Girl	GB
163	2	My New Sassy Girl	US
163	3	Yeobgijeog-in geunyeo	KR
164	1	No Mercy For The Rude	GB
164	2	No Mercy For The Rude	US
164	3	Yeuieobsneun geosdeul	KR
165	1	Five Senses of Eros	GB
165	2	Five Senses of Eros	US
165	3	Ogamdo	KR
166	1	Love Forecast	GB
166	2	Love Forecast	US
166	3	Oneul-ui yeon-ae	KR
167	1	An Aimless Bullet	GB
167	2	An Aimless Bullet	US
167	3	Obaltan	KR
168	1	A Melody to Rememeber	GB
168	2	A Melody to Rememeber	US
168	3	Oppasaeng-gag	KR
169	1	Oh Brothers	GB
169	2	Oh Brothers	US
169	3	Oh Brothers	KR
170	1	Virgin Stripped Bare By Her Bachelors	GB
170	2	Virgin Stripped Bare By Her Bachelors	US
170	3	Oh! Sujeong	KR
171	1	Oh! Happy Day	GB
171	2	Oh! Happy Day	US
171	3	Oh! Happy Day	KR
172	1	Oh Dream Land	GB
172	2	Oh Dream Land	US
172	3	Oh Kkum-ui nala	KR
173	1	Princess Aurora	GB
173	2	Princess Aurora	US
173	3	Aurora gongju	KR
174	1	Spellbound	GB
174	2	Spellbound	US
174	3	Ossaghan yeon-ae	KR
175	1	Oasis	GB
175	2	Oasis	US
175	3	Oasis	KR
176	1	Okja	GB
176	2	Okja	US
176	3	Okja	KR
177	1	The Hole	GB
177	2	The Hole	US
177	3	Olgami	KR
178	1	Old Marine Boy	GB
178	2	Old Marine Boy	US
178	3	Old Marine Boy	KR
179	1	Oldboy	GB
179	2	Oldboy	US
179	3	Oldboy	KR
180	1	Wanee & Junah	GB
180	2	Wanee & Junah	US
180	3	Waniwajunha	KR
181	1	Waikiki Brothers	GB
181	2	Waikiki Brothers	US
181	3	Waikiki Brothers	KR
182	1	Wild Card	GB
182	2	Wild Card	US
182	3	Wild Card	KR
183	1	Punch	GB
183	2	Punch	US
183	3	Wandeugi	KR
184	1	Perfect Partner	GB
184	2	Perfect Partner	US
184	3	Wanbyeoghan Partner	KR
185	1	King And The Clown	GB
185	2	King And The Clown	US
185	3	Wang-ui namja	KR
186	1	Yonggary	GB
186	2	Yonggary	US
186	3	Yonggary	KR
187	1	The Unforgiven	GB
187	2	The Unforgiven	US
187	3	Yongseobadji moshan ja	KR
188	1	The Suspect	GB
188	2	The Suspect	US
188	3	Yong-uija	KR
189	1	Perfect Number	GB
189	2	Perfect Number	US
189	3	Yong-uija X	KR
190	1	No Tears For The dead	GB
190	2	No Tears For The dead	US
190	3	Uneun namja	KR
191	1	Wuroi-mae Fro Outer Space	GB
191	2	Wuroi-mae Fro Outer Space	US
191	3	Wuroi-mae	KR
192	1	The World of Us	GB
192	2	The World of Us	US
192	3	Ulideul	KR
193	1	Our Twisted Hero	GB
193	2	Our Twisted Hero	US
193	3	Ulideul-ui ilgeuleojin yeong-ung	KR
194	1	Maundy Thursday	GB
194	2	Maundy Thursday	US
194	3	Ulideul-ui haengboghan sigan	KR
195	1	Forever The Moment	GB
195	2	Forever The Moment	US
195	3	ulideul-ui haengboghan sigan	KR
196	1	Bonnie And Clyde	GB
196	2	Bonnie And Clyde	US
196	3	Uliege naeil-eun eobsda	KR
197	1	Sin of a Family	GB
197	2	Sin of a Family	US
197	3	Uli ius-ui beomjoe	KR
198	1	My Brother..	GB
198	2	My Brother..	US
198	3	Uli hyeong..	KR
199	1	Thread of Lies	GB
199	2	Thread of Lies	US
199	3	Uahan geojismal	KR
200	1	The Show Must Go On	GB
200	2	The Show Must Go On	US
200	3	Uahan segye	KR
201	1	Woojoo's Christmas	GB
201	2	Woojoo's Christmas	US
201	3	Woojooui Christmas	KR
202	1	Our School's E.T.	GB
202	2	Our School's E.T.	US
202	3	Ulhaggyo E.T	KR
203	1	Old Partner	GB
203	2	Old Partner	US
203	3	Wonangsoli	KR
204	1	Once Upon a Time	GB
204	2	Once Upon a Time	US
204	3	Once Upon a Time	KR
205	1	The Vow Made below the Moon	GB
205	2	The Vow Made below the Moon	US
205	3	Wolhaui maengseo	KR
206	1	Welcome To Dongmakgol	GB
206	2	Welcome To Dongmakgol	US
206	3	Welcome To Dongmakgol	KR
207	1	Great Expectations	GB
207	2	Great Expectations	US
207	3	Widaehan yusan	KR
208	1	Sorry City	GB
208	2	Sorry City	US
208	3	Yugamseuleoun dosi	KR
209	1	Ghost	GB
209	2	Ghost	US
209	3	Yulyeong	KR
210	1	Glass Garden	GB
210	2	Glass Garden	US
210	3	Yulijeong-won	KR
211	1	Promise of The Flesh	GB
211	2	Promise of The Flesh	US
211	3	Yugche-ui yagsog	KR
212	1	Twilight Gangsters	GB
212	2	Twilight Gangsters	US
212	3	Yughyeolpo gangdodan	KR
213	1	Eungyo	GB
213	2	Eungyo	US
213	3	Eungyo	KR
214	1	Secretly Greatly	GB
214	2	Secretly Greatly	US
214	3	Eunmilhage widaehage	KR
215	1	Milky Way Liberation Front	GB
215	2	Milky Way Liberation Front	US
215	3	eunhahaebangjeonseon	KR
216	1	The Gingko Bed	GB
216	2	The Gingko Bed	US
216	3	eunhaengnamu chimdae	KR
217	1	The Client	GB
217	2	The Client	US
217	3	Uiloein	KR
218	1	Secret Reunion	GB
218	2	Secret Reunion	US
218	3	Uihyeongje	KR
219	1	Futureless Things	GB
219	2	Futureless Things	US
219	3	igeos-I uliui kkeut-ida	KR
220	1	Moss	GB
220	2	Moss	US
220	3	Ikki	KR
221	1	Bostern monster	GB
221	2	Bostern monster	US
221	3	Bostern GuoiMool	KR
222	1	Gold	GB
222	2	Gold	US
222	3	Geum	KR
221	4	Monstre de Boston	UA
221	5	Boston monstrum	AF
222	4	Daurat	UA
222	5	Zlato	AF
222	6	Cinna	AT
